test_id,smiles,nlogP
0,N=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(O)n1,-0.2250798096259435
0,C[C@H](O)[C@H](O)C1=Nc2c(O)nc(=N)[nH]c2NC1,-0.22675710916519165
0,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(=N)[nH]1,-0.22682267427444458
0,C#Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1O,-0.2357514649629593
0,N=c1ccn([C@H]2CC[C@@H](CO)O2)c(O)n1,-0.23874614000320435
0,N[C@@H](CCC(O)=N[C@@H](CS)C(O)=NCC(=O)O)C(=O)O,-0.23960734903812408
0,Cc1nc2c(O)nc(=O)nc-2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C,-0.2426430583000183
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CCCC[C@H]2C(=O)O)c1O,-0.24355633556842804
0,N=c1nc(O)c2c(CCc3ccc(C(=O)O)cc3)c[nH]c2[nH]1,-0.24421405792236328
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H](C)C(=O)O)c1O,-0.2485562413930893
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CCCC[C@@H]2C(=O)O)c1O,-0.25212427973747253
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H](C)C(=O)O)c1O,-0.2542106807231903
0,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1O,-0.25445197336375713
0,N=c1ccn([C@H]2CC[C@@H](COP(=O)(O)O)O2)c(O)n1,-0.2572276473045349
0,N[C@@H](CCC(O)=N[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,-0.2623975872993469
0,O=C(O)C(=O)Nc1sc(-c2ccccc2)cc1C(=O)O,-0.2634055018424988
0,Cc1ncc(COP(=O)(O)O)c(CN)c1O,-0.26460475606076855
0,Cc1cn([C@H]2CC[C@@H](COP(=O)(O)O)O2)c(=O)nc1O,-0.2647915482521057
0,N=c1nc(O)c2c([nH]1)C(CN1C[C@H](O)[C@@H](O)C1)C=N2,-0.26496365666389465
0,N=c1nc(O)c2c([nH]1)C(CN1C[C@H](CO)[C@@H](O)C1)C=N2,-0.26546570658683777
0,Cc1ncc(COP(=O)(O)O)c(CNC2(C(=O)O)CC2)c1O,-0.2663142681121826
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CCCC[C@H]2O)c1O,-0.26734504103660583
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCC[C@H]2C(=O)O)c1O,-0.2674904763698578
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CCCC[C@@H]2O)c1O,-0.2687717378139496
0,N=c1ccn([C@H]2CC[C@@H](COP(=O)=O)O2)c(O)n1,-0.2689414359629154
0,N=c1nc(O)c2c([nH]1)C(CN1C[C@H](O)[C@@H](O)C1)C=C2,-0.26929596066474915
0,N=C(O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1,-0.26982900500297546
0,CN(C)c1cccc2c(C(=O)O)cc(C(=O)O)nc12,-0.2711794078350067
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CCCc3ccccc32)c1O,-0.27260059118270874
0,N[C@@H](Cc1ccc(C(=O)O)cc1)C(=O)O,-0.2744324281811714
0,N=c1nc(O)c2c(CN3C[C@H](CO)[C@@H](O)C3)c[nH]c2[nH]1,-0.2759326100349426
0,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,-0.2764466106891632
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2COc3ccccc3C2)c1O,-0.27733123302459717
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2COc3ccccc32)c1O,-0.2788415451844533
0,C[C@@H](O)C1=Nc2c(O)nc(=N)[nH]c2NC1,-0.2789250314235687
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CON=C2O)c1O,-0.28057392438252765
0,CC(C)C[C@H](N=C(O)[C@@H](O)Cc1ccccc1)C(=O)O,-0.2813635766506195
0,Cc1ncc(COP(=O)(O)O)c(CNCC(=O)O)c1O,-0.2820342183113098
0,N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O,-0.2827899754047394
0,CC(O)=N[C@H]1[C@H]([C@H](O)[C@H](O)CN)OC(C(=O)O)=C[C@@H]1O,-0.2831770181655884
0,Cc1ncc(C[n+]2csc(CCO)c2C)c(=N)[nH]1,-0.2833373248577118
0,N=c1nc(O)c2nc(CN3C[C@H](CO)[C@@H](O)C3)cnc2[nH]1,-0.28336867690086365
0,N=c1nc(O)c2nc(CN3CC[C@H](O)C3)cnc2[nH]1,-0.28417035937309265
0,COc1ccc(C(=O)Nc2cc(C(=O)O)ccn2)cc1,-0.28421837091445923
0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)O,-0.28432387113571167
0,CN(C)c1cccc2c(S(=O)(=O)O)cccc12,-0.2843361740049563
0,CN(C)c1cccc2c(S(=O)(=O)O)ccnc12,-0.2848361276090145
0,N=c1nc(O)c2c(CN3C[C@H](O)[C@@H](O)C3)c[nH]c2[nH]1,-0.28487199544906616
0,C[C@@H](O)CN=C(O)c1ccc2[nH]c(=N)nc(O)c2c1,-0.2849954068660736
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CO[C@H](C)C2)c1O,-0.2854887743790944
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCC[C@H]2N)c1O,-0.28569431602954865
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CC[C@H](O)CC2)c1O,-0.2862502411007881
0,N=c1ccn([C@H]2CC[C@@H](COP(=O)(O)O)O2)c(O)c1,-0.28740745782852173
0,N=c1ccn([C@H]2CCC[C@@H](CO)O2)c(O)n1,-0.2874451279640198
0,N[C@@H](Cc1ccc(C(=O)O)cn1)C(=O)O,-0.2876223623752594
0,O=C(O)C1=NC(c2ccccc2)=NC1C(=O)O,-0.2877480238676071
0,CN(C)c1cccc2c(S(=O)(=O)NCCC(=O)O)cccc12,-0.288133829832077
0,Cc1ncc(COP(=O)(O)O)c(CNC2CCNCC2)c1O,-0.28889310359954834
0,Cc1ncc(CO)c(CN[C@@H](C)CO)c1O,-0.2906358540058136
0,COc1ccc(C(=O)Nc2ccc(C(=O)O)cn2)cc1,-0.29150983691215515
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCC[C@H](O)C2)c1O,-0.29256758093833923
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCO[C@H]2C)c1O,-0.2927274505297343
0,CC(O)=N[C@@H](Cc1ccccc1)C(O)=N[C@@H](C)C(=O)O,-0.2927442193031311
0,O=[N+]([O-])c1ccc([C@@H](O)CN=C(O)C2CC2)cc1,-0.2930903434753418
0,C[C@H](O)C(=O)Nc1ccc([N+](=O)[O-])cc1,-0.2932877242565155
0,N=C(O)C1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C=CC1,-0.29341843724250793
0,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCSC2,-0.2948000729084015
0,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(C)c1O,-0.2956073135137558
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CC[C@H](N)CC2)c1O,-0.2957164794206619
0,COc1ccc2c(c1)cc(C(=O)O)n2C[C@H](N)C(=O)O,-0.2957969605922699
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCc3ccccc32)c1O,-0.2958851754665375
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CCON2)c1O,-0.2959146797657013
0,Cc1ncc(COP(=O)(O)O)c(CNC2CCOCC2)c1O,-0.2962161898612976
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCCNC2)c1O,-0.2976330667734146
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CCOC2)c1O,-0.29779720306396484
