test_id,smiles,nlogP,sweet_prob,mw,logp,passes_flavor_filter,fart_val_acc
0,ClCCCCl,-1.1831570863723757,0.9998327340941537,112.98700000000001,1.8540999999999999,True,0.8722891566265061
0,ClCCCl,-1.1941383753133856,0.9902318973863999,98.96000000000001,1.464,False,0.8722891566265061
0,CCCF,-1.2680207326494417,0.9835291966645039,62.08699999999999,1.3659,False,0.8722891566265061
0,CCF,-1.3427906825735765,0.9647830139284711,48.06,0.9758,False,0.8722891566265061
0,CCNC,-1.3060112595558169,0.9194865708965495,59.111999999999995,0.22569999999999996,False,0.8722891566265061
0,FCCCl,-1.2865811884403229,0.8437927194953775,82.505,1.1947,False,0.8722891566265061
0,CCC,-0.7708576548099518,0.7719603189196328,44.096999999999994,1.4163,False,0.8722891566265061
0,CF,-1.7368653054330865,0.6296590418738667,34.033,0.5857,False,0.8722891566265061
0,CCCCl,-1.2738931820942805,0.5830630805178033,78.542,1.6352,False,0.8722891566265061
0,C#C,-1.5934515375840037,0.39973365867020016,26.037999999999997,0.24939999999999998,False,0.8722891566265061
0,CCN,-1.5808823903401692,0.1645713675180593,45.084999999999994,-0.03499999999999981,False,0.8722891566265061
0,C=C,-1.6041959524154663,0.12565128506564993,28.053999999999995,0.8022,False,0.8722891566265061
0,CNC,-1.501960277557373,0.09861419388947631,45.085,-0.1644000000000001,False,0.8722891566265061
0,FCF,-1.6431084871292114,0.05162959801387695,52.022999999999996,0.8829,False,0.8722891566265061
0,CCO,-1.6336313145501271,0.043013485675825344,46.069,-0.0014000000000000123,False,0.8722891566265061
0,CCCN,-1.2240921258926392,0.02172831057525229,59.11199999999999,0.3551000000000001,False,0.8722891566265061
0,CCCl,-1.2931834148863952,0.020773467911881657,64.515,1.2451,False,0.8722891566265061
0,F,-3.4699624234979805,0.014608441849875834,20.006,0.15250000000000002,False,0.8722891566265061
0,C,-1.7089598298072814,0.014590620177846235,16.043,0.6361,False,0.8722891566265061
0,C1CC1,-0.6037714992250715,0.010208829392975875,42.080999999999996,1.1703,False,0.8722891566265061
0,CCl,-1.5974875935968362,0.008516714969533238,50.488,0.855,False,0.8722891566265061
0,CBr,-2.1510304703431973,0.003217441637482544,94.939,1.0110999999999999,False,0.8722891566265061
0,FCCF,-1.2447010917322976,0.0026505936957638226,66.05,0.9254,False,0.8722891566265061
0,Cl,-3.25191060702006,0.001762483194711075,36.461000000000006,0.4218,False,0.8722891566265061
0,CC1CC1,-0.5690597891807556,0.0017149713434701649,56.108,1.4163,False,0.8722891566265061
0,ClCCl,-1.6394708156585691,0.001410411943422846,84.93299999999999,1.4215,False,0.8722891566265061
0,C#CC,-1.323682433519608,0.00028667807555186474,40.065,0.6395,False,0.8722891566265061
0,CC,-0.6192521023750305,0.0001780491567137052,30.07,1.0262,False,0.8722891566265061
0,CCCC,-1.1386495586988088,0.00014409769405692875,58.123999999999995,1.8064,False,0.8722891566265061
0,Br,-3.3432822227478027,5.467151991964336e-05,80.91199999999999,0.5779000000000001,False,0.8722891566265061
0,C=CC,-1.422849416732788,2.2033877713983617e-08,42.080999999999996,1.1923,False,0.8722891566265061
