test_id,smiles,nlogP,sweet_prob,mw,logp,passes_atom_filter,passes_flavor_filter,fart_val_acc
0,N=c1ccn([C@H]2CC[C@@H](COP(=O)=O)O2)cc1,-0.3774064183235168,0.9999999999998956,256.1979999999999,1.7496699999999998,True,True,0.8722891566265061
0,CC1(C)CC(=O)c2c(O)ccc(O)c2C1,-0.3691800534725189,0.999999998993736,206.24099999999999,2.2529000000000003,True,True,0.8722891566265061
0,CC1(C)CC(=O)c2c(N)cc(O)cc2C1,-0.394543707370758,0.9999999308273783,205.257,2.1295,True,True,0.8722891566265061
0,C[C@@H](C(=O)O)N1C(=O)C=C(c2ccccc2)[C@@H]1C,-0.3672744929790497,0.9999996259955168,245.27800000000002,1.7738,True,True,0.8722891566265061
0,C[C@@H](O)c1nc2ccc(C(=N)O)cc2s1,-0.3913018703460693,0.9999996247443521,222.269,2.23297,True,True,0.8722891566265061
0,C[C@@H]1c2ccccc2C(=O)N1[C@@H](C)C(=O)O,-0.4006909132003784,0.9999995333848205,219.23999999999998,1.6765000000000003,True,True,0.8722891566265061
0,N[C@@H](CCC(O)=N[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,-0.2623975872993469,0.9999992366420888,294.3070000000001,0.8309,True,True,0.8722891566265061
0,C[C@@H](O)c1nc2ccc(C(=N)O)cc2[nH]1,-0.3188353538513183,0.9999989088491781,205.217,1.4995699999999998,True,True,0.8722891566265061
0,CC(O)=N[C@@H](Cc1ccccc1)P(=O)(O)O,-0.3377184569835663,0.9999985786291604,243.19899999999998,1.7092999999999998,True,True,0.8722891566265061
0,CC1(C)CC(=O)c2c(N)cc(O)cc2O1,-0.4212996363639831,0.9999980711179608,207.229,1.7182,True,True,0.8722891566265061
0,N=c1nc(O)c2c(CCc3ccc(C(=O)O)cc3)cncc2[nH]1,-0.303014189004898,0.9999919935004584,310.313,1.6263699999999999,True,True,0.8722891566265061
0,O=[N+]([O-])c1ccc(O)c(C(O)=NCCS)c1,-0.3353323340415954,0.9999813817016866,242.25599999999997,1.5347999999999997,True,True,0.8722891566265061
0,C[C@@H](O)CN=C(O)c1ccc2[nH]c(=N)nc(O)c2c1,-0.2849954068660736,0.9999733401252608,262.269,0.43336999999999987,True,True,0.8722891566265061
0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)CO)cc1,-0.3010802865028381,0.9998627011593597,317.40700000000004,0.6950999999999998,True,True,0.8722891566265061
0,C[C@@H](O)[C@H](NC(=O)c1ccc(C#N)cc1)C(=O)O,-0.3009052276611328,0.9997884367229359,248.238,0.12207999999999969,True,True,0.8722891566265061
0,N[C@@H](Cc1ccccc1)C(=O)O,-0.3488872051239013,0.9997680868902955,165.19199999999995,0.641,True,True,0.8722891566265061
0,C[C@@H]1N=C(O)[C@H](Cc2ccc(O)cc2)N=C(O)[C@H]1O,-0.3651159107685089,0.9997123408587372,264.281,0.9793000000000001,True,True,0.8722891566265061
0,C[C@@H]1N=C(O)[C@H](Cc2ccc(O)cc2)N=C1O,-0.3422128558158874,0.9996209096595415,234.255,1.6184,True,True,0.8722891566265061
0,O=[N+]([O-])c1ccc([C@@H](O)CO)cc1,-0.344767689704895,0.9995410257501499,183.16299999999998,0.6204999999999998,True,True,0.8722891566265061
0,C[C@@H](O)c1nc2ccc(C(=O)O)cc2[nH]1,-0.3392205039660136,0.9994679241083225,206.201,1.3144,True,True,0.8722891566265061
