test_id,smiles,nlogP,sweet_prob,mw,logp,passes_atom_filter,passes_flavor_filter,fart_val_acc
0,COc1ccc(S(=O)(=O)N(Cc2cccs2)C[C@@H](O)CO)cc1,-0.267389714717865,0.9999999998879046,357.4530000000001,1.3008000000000002,True,True,0.9108367626886146
0,N#Cc1ccc(C[C@H](N)C(=O)O)cc1,-0.3134710788726806,0.9999999954862311,190.202,0.5126799999999998,True,True,0.9108367626886146
0,COc1ccc(S(=O)(=O)N(Cc2cccnc2)C[C@@H](O)CN)cc1,-0.2829546481370926,0.9999999944290343,351.4280000000001,0.6007,True,True,0.9108367626886146
0,Cc1cc(CN[C@@H]2CON=C2O)c(COP(=O)(O)O)cn1,-0.327159509062767,0.9999999804525198,317.238,0.35921999999999993,True,True,0.9108367626886146
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CC[C@H](O)C2)c1O,-0.2886023968458175,0.9999999074446652,332.2930000000001,0.7079199999999999,True,True,0.9108367626886146
0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)CO)cc1,-0.2925160527229309,0.9999998537838842,317.40700000000004,0.6950999999999998,True,True,0.9108367626886146
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CON=C2O)c1O,-0.240413053546633,0.9999997505366872,333.2370000000001,0.06481999999999993,True,True,0.9108367626886146
0,CC(C)C[C@H](N)C(O)=N[C@@H](Cc1ccccc1)C(=O)O,-0.2611106634140014,0.999999246059591,278.35200000000003,2.0122,True,True,0.9108367626886146
0,C[C@@H](O)CN1CCc2cc(O)cc(O)c2C1,-0.3762082755565643,0.999999187086426,223.272,0.8367,True,True,0.9108367626886146
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCNC2)c1O,-0.2803330322106679,0.9999987857203393,317.2820000000001,0.15641999999999967,True,True,0.9108367626886146
0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](C)N)cc1,-0.2959811985492706,0.9999983659472895,330.45000000000005,1.0500000000000005,True,True,0.9108367626886146
0,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)c1O,-0.3338524103164673,0.9999923109048846,360.3520000000001,1.0353399999999997,True,True,0.9108367626886146
