test_id,smiles,nlogP,sweet_prob,mw,logp,passes_atom_filter,passes_flavor_filter,fart_val_acc
0,C[C@@H](O)CC(=O)O,-0.4638140797615051,0.9999934014779106,104.10499999999999,-0.15809999999999996,True,True,0.9108367626886146
0,N[C@@H](CC(=O)O)C(=O)O,-0.3350460529327392,0.9999858238716035,133.10299999999998,-1.127,True,True,0.9108367626886146
0,O=[N+]([O-])c1ccc([C@@H](O)[C@H](O)CO)cc1,-0.3401871025562286,0.9997275323291741,213.189,-0.01860000000000006,True,True,0.9108367626886146
0,O=[N+]([O-])c1ccc([C@@H](O)[C@@H](O)CO)cc1,-0.3482803702354431,0.9997275323291741,213.189,-0.01860000000000006,True,True,0.9108367626886146
0,N[C@@H](Cc1ccc(C(=O)O)cn1)C(=O)O,-0.2876223623752594,0.9995891130141992,210.189,-0.2658000000000001,True,True,0.9108367626886146
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCNC[C@H]2O)c1O,-0.3033840656280517,0.9208647099390436,347.3080000000001,-0.4826800000000005,True,True,0.9108367626886146
0,C[C@@H](O)[C@H](N)C(=O)O,-0.3598798103630543,0.8993768369578582,119.11999999999999,-1.2208999999999997,True,True,0.9108367626886146
0,N[C@@H](CCC(O)=N[C@@H](CS)C(O)=NCC(=O)O)C(=O)O,-0.239607349038124,0.8700028948968169,307.32800000000003,-0.525499999999999,True,True,0.9108367626886146
0,N[C@@H](CCC(=O)O)C(=O)O,-0.3296174619879041,0.7984264404696189,147.13,-0.7368999999999997,True,True,0.9108367626886146
0,C[C@@H](O)[C@H](NC(=O)c1ccc(C#CCO)cc1)C(=O)O,-0.3178030252456665,0.08390924815393605,277.276,-0.40580000000000044,True,True,0.9108367626886146
0,CC(O)=N[C@@H]1C(=O)O[C@H](CO)[C@H](O)[C@@H]1O,-0.3388966619968414,0.052977252495345746,219.19299999999998,-2.0290999999999997,True,True,0.9108367626886146
0,CC(O)=N[C@H]1[C@H]([C@H](O)[C@H](O)CN)OC(C(=O)O)=C[C@@H]1O,-0.2831770181655884,0.04656436372677369,290.27199999999993,-2.2598999999999987,True,True,0.9108367626886146
0,N=c1ccn([C@H]2CC[C@@H](COP(=O)(O)O)O2)c(O)n1,-0.2572276473045349,0.010451498216423908,291.2,-0.14493000000000028,True,True,0.9108367626886146
0,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1N,-0.3983672261238098,0.006590201749337473,241.24699999999996,-1.2253799999999995,True,True,0.9108367626886146
0,Cc1ncc(COP(=O)(O)O)c(CNCC(=O)O)c1O,-0.2820342183113098,8.852820279559702e-05,306.211,-0.12088000000000004,True,True,0.9108367626886146
0,N=c1ccn([C@H]2CC[C@@H](CO)O2)c(O)n1,-0.2387461400032043,6.49726545623342e-05,211.22099999999998,-0.26193000000000033,True,True,0.9108367626886146
0,Cc1ncc(CO)c(=N)[nH]1,-0.4159362763166427,5.976005239348221e-05,139.158,-0.31011000000000005,True,True,0.9108367626886146
0,N=c1ccn([C@H]2CC[C@@H](CO)OC2)c(O)n1,-0.3305331269900004,8.346708864441085e-06,225.24799999999996,-0.21943000000000035,True,True,0.9108367626886146
0,N=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(O)n1,-0.2250798096259435,7.197379065881928e-06,227.21999999999997,-1.29113,True,True,0.9108367626886146
0,Cc1cn([C@H]2CC[C@@H](CO)O2)c(=O)nc1O,-0.3114409923553466,6.909158900503819e-06,226.232,-0.07277999999999996,True,True,0.9108367626886146
