test_id,smiles,nlogP,sweet_prob,mw,logp,passes_atom_filter,passes_flavor_filter,fart_val_acc
0,C[C@@H](O)CN1CCN(c2cccc(Cl)c2)CC1,-0.358699083328247,0.9999999997231117,254.761,1.8428,True,True,0.9108367626886146
0,C[C@@H](O)CN1CCc2cc(O)c(O)cc2C1,-0.3306201696395874,0.9999999990260613,223.272,0.8366999999999998,True,True,0.9108367626886146
0,C[C@@H](O)[C@@H](C=O)[C@H]1CC(=O)c2c(O)ccc(O)c2C1,-0.3363784551620483,0.9999999926405716,264.27700000000004,1.0387999999999997,True,True,0.9108367626886146
0,N[C@@H](Cc1ccccc1)C(=O)O,-0.3488872051239013,0.9999999759537984,165.19199999999995,0.641,True,True,0.9108367626886146
0,Cc1cc(CN[C@@H]2CCNC2)c(COP(=O)(O)O)cn1,-0.4045798778533935,0.9999999750105091,301.28299999999996,0.4508199999999996,True,True,0.9108367626886146
0,CC1(C)CC(=O)c2c(N)cc(O)cc2O1,-0.4212996363639831,0.9999999723952092,207.229,1.7182,True,True,0.9108367626886146
0,C[C@@H](O)[C@@H](C=O)[C@H]1CC(=O)c2c(O)ccc(O)c2N1,-0.3636966943740845,0.9999999624527854,265.265,0.6605999999999995,True,True,0.9108367626886146
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CC[C@H](O)C2)c1O,-0.3053934723138809,0.9999999074446652,332.2930000000001,0.7079199999999999,True,True,0.9108367626886146
0,Cc1ncc(COP(=O)(O)O)c(CN[C@H]2CC[C@H](O)C2)c1O,-0.3117526024580002,0.9999999074446652,332.2930000000001,0.7079199999999999,True,True,0.9108367626886146
0,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)CO)cc1,-0.3010802865028381,0.9999998537838842,317.40700000000004,0.6950999999999998,True,True,0.9108367626886146
0,C[C@@H](O)CN1CCN(c2ccc(O)c(O)c2)CC1,-0.3076448738574981,0.9999997841020773,252.314,0.6005999999999999,True,True,0.9108367626886146
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CON=C2O)c1O,-0.2805739243825276,0.9999997505366872,333.2370000000001,0.06481999999999993,True,True,0.9108367626886146
0,CC(O)=Nc1ccc(C(=O)O)cn1,-0.4217606484889984,0.9999994324066896,180.16299999999998,1.3877,True,True,0.9108367626886146
0,CC1(C)CC(=O)c2c(N)cc(O)cc2C1,-0.394543707370758,0.9999992480140137,205.257,2.1295,True,True,0.9108367626886146
0,C[C@@H](C(=O)O)c1ccc(C(=O)O)cn1,-0.3266992270946502,0.9999992218905082,195.17399999999998,0.9679,True,True,0.9108367626886146
0,C[C@H](C(=O)O)c1ccc(C(=O)O)cn1,-0.3421582579612732,0.9999992218905082,195.17399999999998,0.9679,True,True,0.9108367626886146
0,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CCNC2)c1O,-0.3132557272911072,0.9999987857203393,317.2820000000001,0.15641999999999967,True,True,0.9108367626886146
0,CC(O)=N[C@@H](Cc1ccccc1)P(=O)(O)O,-0.3377184569835663,0.9999974773934757,243.19899999999998,1.7092999999999998,True,True,0.9108367626886146
0,N[C@@H](CCC(O)=N[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,-0.2623975872993469,0.9999961953485369,294.3070000000001,0.8309,True,True,0.9108367626886146
0,CC(O)=Nc1nc2ccc(C(=O)O)cc2s1,-0.3324272433916728,0.99999458313758,236.25199999999998,2.6024000000000003,True,True,0.9108367626886146
